Name,Synonym,CAS,SMILES,CID
Sevoflurane,Fluoromethyl,28523-86-6,FCOC(C(F)(F)F)C(F)(F)F,
Triglycidyl isocyanurate,"Tris(2,3-epoxypropyl) Isocyanurate; TGI; TGIC; Teroxirone",2451-62-9,O=C(N(CC1OC1)C(N1CC2OC2)=O)N(CC2OC2)C1=O,
Alisol F 24-acetate,,443683-76-9,[H][C@@]12[C@@H](O)CC3=C4C(C[C@]3(C)[C@@]1(C)CCC1C(C)(C)C(=O)CC[C@]21C)O[C@@H](C[C@H]4C)[C@@H](OC(C)=O)C(C)(C)O,
5-BDBD,,768404-03-1,BrC1=CC(C2=NCC(NC3=C2OC4=CC=CC=C34)=O)=CC=C1,
1-Aminocyclobutanecarboxylic acid,ACBC,22264-50-2,OC(C1(CCC1)N)=O,
SR1664,SR 1664,1338259-05-4,CC(C1=C2C=CC(/C(O)=N/[C@@](C3=CC=C(N(=O)=O)C=C3)([H])C)=C1)=C(N2CC4=CC=C(C5=CC=CC=C5C(O)=O)C=C4)C,
IMM-01,,218795-74-5,S=C(N/N=C/C1=CC=C(O)C=C1O)NC(C)(C)C,
GDC0575 monohydrochloride,,1196504-54-7,O=C(C1CC1)NC2=CNC3=NC=C(Br)C(N4C[C@H](N)CCC4)=C32.[H]Cl,
MOMIPP,,1363421-46-8,O=C(C1=CC=NC=C1)/C=C/C2=C(C)NC3=C2C=C(OC)C=C3,
"N-Cyclohexyl-4-[1-(1-piperazinyl)-2,6-naphthyridin-3-yl]-2-pyridinamine",,1071135-06-2,C(CC1)CCC1Nc1nccc(-c2cc3cnccc3c(N3CCNCC3)n2)c1,
AG957,Tyrphostin AG957 ; AG957,140674-76-6,COC(c(cc1)ccc1NCc(cc(cc1)O)c1O)=O,
AKI603,,1432515-73-5,Cc1cc(Nc2nc(Nc(cc3)ccc3[N+]([O-])=O)nc(N3CCN(C)CC3)c2)n[nH]1,
Apcin A HCL,,1683535-53-6,O=C(OCCCN)NC(NC1=NC=CC=N1)C(Cl)(Cl)Cl.[H]Cl,
PF-04745637,,1917294-46-2,OC(CC1)(CCN1C(Cc1ccccc1)CNC(C1(CCCC1)c(cc1)ccc1Cl)=O)C(F)(F)F,
Arformoterol Tartrate,"(R,R)-Formoterol tartrate",200815-49-2,O=CNC1=CC([C@@H](O)CN[C@H](C)CC2=CC=C(OC)C=C2)=CC=C1O.O=C(O)[C@H](O)[C@@H](O)C(O)=O,
PD184161,PD 184161,212631-67-9,O=C(c(c(Nc(ccc(I)c1)c1Cl)c1F)cc(Br)c1F)NOCC1CC1,
Nitroarginine,N'-Nitro-L-arginine,2149-70-4,N[C@@H](CCCNC(N[N+]([O-])=O)=N)C(O)=O,
IU1-248,,2307472-03-1,Cc1cc(C(CN(CC2)CCC2O)=O)c(C)n1-c(cc1)ccc1C#N,
Terameprocol,EM-1421; tetramethyl Nordihydroguaiaretic Acid,24150-24-1,C[C@H](Cc(cc1)cc(OC)c1OC)[C@@H](C)Cc(cc1)cc(OC)c1OC,
ASK1-IN-2,,2541792-70-3,CC(C)n1c(-c2cccc(NC(c3cc(ccc(F)c4)c4[nH]3)=O)n2)nnc1,
Tiprenolol,,26481-51-6,CC(C)NCC(COc(cccc1)c1SC)O,
methyl chlorogenate,,29708-87-0,COC([C@](C[C@H]([C@H]1O)O)(C[C@H]1OC(C=Cc(cc1)cc(O)c1O)=O)O)=O,
Org 25543,,363628-88-0,CN(C)C1(CNC(c(cc2OC)cc(OC)c2OCc2ccccc2)=O)CCCC1,
TIQ-A,,420849-22-5,O=C1Nc(scc2)c2-c2c1cccc2,
Lonazolac,,53808-88-1,OC(Cc1cn(-c2ccccc2)nc1-c(cc1)ccc1Cl)=O,
Lofemizole,,65571-68-8,Cc1c(-c(cc2)ccc2Cl)[nH]cn1,
MC2184,,74901-20-5,O=C(C1=Cc(cccc2)c2OC1=N1)NC1=O,
"5-amino-1,2-dihydroisoquinolin-1-one",,93117-08-9,Nc1cccc2c1C=CNC2=O,
Ko 143,,461054-93-3,O=C(OC(C)(C)C)CC[C@@H]1NC([C@]2([H])CC3=C([C@H](CC(C)C)N2C1=O)NC4=C3C=CC(OC)=C4)=O,
α-Lapachone,alpha-Lapachone,4707-33-9,CC(C)(CC1)OC(C(c2c3cccc2)=O)=C1C3=O,
Yangambin,,13060-14-5,COc1cc([C@H]2OC[C@@H]3[C@@H](c(cc4OC)cc(OC)c4OC)OC[C@H]23)cc(OC)c1OC,
Monomethyl fumarate,,2756-87-8,O=C(OC)/C=C/C(O)=O,
MSC2360844,,1305267-37-1,O=C(C1=NN(C2=CC=C(CN3CCOCC3)C=C2)C(C4=CC=CC(F)=C45)=C1CS5(=O)=O)N6CCOCC6,
Nandrolone propionate,,7207-92-3,C[C@@]12[C@](CC[C@@H]2OC(CC)=O)([H])[C@@]3([H])[C@]([C@]4([H])C(CC3)=CC(CC4)=O)([H])CC1,
NaV1.7 inhibitor-1,,1494585-79-3,FC1=CC(OCC2(C)CCC3(CC3)CC2)=C(C4CC4)C=C1C(NS(C5CC5)(=O)=O)=O,
PF-04885614,,1480833-70-2,NC(C)(C)C1=NC=C(C2=CC=C(OC(F)(F)F)C=C2)N1,
Xanthopterin (hydrate),Xanthopterin Hydrate,5979-01-1,O.NC1=NC(=C2N=C(O)C=NC2=N1)O,
AR-C155858,,496791-37-8,O=C(C1=C2SC(CC3=C(NN=C3C)C)=C1C(N4C[C@@H](CO4)O)=O)N(C(N2CC(C)C)=O)C,
RIPK1-IN-7,,2300982-44-7,NC1=C2C(N(CC)C=C2C3=CC(CCN4C(CC5=CC=CC(OC(F)(F)F)=C5)=O)=C4C=C3)=NC=N1,
ALK inhibitor 1,,761436-81-1,O=S(C1=C(NC2=C(Br)C=NC(NC3=C(OC)C=C(N4CCN(C)CC4)C=C3)=N2)C=CC=C1)(NC)=O,
BRD 4354,,315698-07-8,OC1=C2N=CC=CC2=C(Cl)C=C1C(N3CCN(CC)CC3)C4=CC=CN=C4,
EF-5,EF5; 2-Nitroimidazole,152721-37-4,O=C(NCC(F)(F)C(F)(F)F)CN1C=CN=C1[N+]([O-])=O,
TAS4464 hydrochloride,,1848959-11-4,NC1=NC=NC2=C1C(C#CC3=C(F)C=CC=C3OCC)=CN2[C@@H]4O[C@H](CNS(=O)(N)=O)[C@@H](O)[C@H]4O.Cl,
Elacestrant,RAD1901,722533-56-4,OC1=CC=C2C[C@H](C3=CC=C(OC)C=C3N(CC)CC4=CC=C(CCNCC)C=C4)CCC2=C1,
BI-4020,,2664214-60-0,O=C(C1=CC(C)=NC(C2=C(OCCC[C@@H](C)C3)N(C)N=C2)=C1)/N=C(N4)/N3C5=C4C=CC(CN6CCN(C)CC6)=C5,
Ca2+ channel agonist 1,,1402821-24-2,CC[C@@H](NC1=NC(NCC2=CC=CC=C2)=C3C(N(CCC)C=N3)=N1)CO,
Carebastine,,90729-42-3,O=C(CCCN1CCC(OC(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C4=CC=C(C=C4)C(C)(C(O)=O)C,
GNE-1858,,2680616-96-8,FC1(CCN(C2=NC(C3CCNC3)=CC(NC4=CC5=C(C=N4)C=NN5C(C)C)=N2)C1)F,
"4-(2-fluorophenyl)-2,3-dihydro-1,3-thiazol-2-one",,1095051-79-8,O=C1SC=C(c(cccc2)c2F)N1,
2-(4-methoxyphenyl)-2-oxoethyl 2-hydroxy-5-methylbenzoate,,1197834-98-2,Cc(cc1)cc(C(OCC(c(cc2)ccc2OC)=O)=O)c1O,
"5-phenylthieno[2,3-d]pyrimidin-4-amine",,195193-10-3,Nc1c(c(-c2ccccc2)cs2)c2ncn1,
Tinoridine,"ethyl 2-amino-6-benzyl-4H,5H,6H,7H-thieno[2,3-c]pyridine-3-carboxylate",24237-54-5,CCOC(c1c(N)sc2c1CCN(Cc1ccccc1)C2)=O,
M50054,Apoptosis Inhibitor,54135-60-3,O=C(CCC1)C(CC(C(CCC2)=O)C2=O)C1=O,
NSC 73150,NSC 97967,66680-03-3,OC1=CC=CC=C1C=NNC2=NC(C)=CC(N2)=O,
Rasarfin,,674359-73-0,CC(C)C(N(CC1)CCN1c(ccc(NC(c1cc(cccc2)c2o1)=O)c1)c1Cl)=O,
RO8191,CDM-3008; RO4948191,691868-88-9,FC(c1cc(C(F)(F)F)nc2c1ccc1nc(-c3nnco3)cn12)(F)F,
HNHA,,926908-04-5,ONC(CCCCCCSc1cc2ccccc2cc1)=O,
(E)-Akt inhibitor-IV,(E)-Akt inhibitor-IV ; CS-1992; (E)-AKTIV,959841-49-7,CCN(C1/C=C/N(C)c2ccccc2)c(cc(cc2)-c3nc(cccc4)c4s3)c2N1c1ccccc1.I,
Epidermal Growth Factor Receptor Peptide Acetate,Epidermal Growth Factor Receptor Peptide  Acetate(96249-43-3 Free base)  ,T21723L,O=C(N)CC[C@@H](C(O)=O)NC([C@H]1N(C([C@H]([C@@H](C)CC)NC([C@H](CC(C)C)NC([C@H](CC2=CC=C(O)C=C2)NC([C@H](CCC(O)=O)NC([C@H](CC(O)=O)NC([C@H](C)NC([C@H](CC(O)=O)NC([C@H](C(C)C)NC([C@H](C(C)C)NC([C@H](CC(O)=O)N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)CCC1)=O.CC(O)=O,
Temgicoluril,mebikar; Tetramethylglycoluril,10095-06-4,CN(C(C(N1C)N2C)N(C)C2=O)C1=O,
BMS-777607,,1196681-44-3,O=C(C1=C(OCC)C=CN(C2=CC=C(F)C=C2)C1=O)NC3=CC=C(OC4=C(Cl)C(N)=NC=C4)C(F)=C3,
Icenticaftor,QBW251,1334546-77-8,C[C@](CNC(c1nc(OC)c(C(F)(F)F)cc1N)=O)(C(F)(F)F)O,
Fosciclopirox,CPX-POM,1380539-06-9,CC(C=C(C1CCCCC1)N1OCOP(O)(O)=O)=CC1=O,
"2,3-dihydrothieno-Thiadiazole Carboxylate",,152467-47-5,COC(c1csc2c1nns2)=O,
AZ194,CRMP2-Ubc9-NaV1.7 inhibitor 194,2241651-99-8,COc(cc(cc1)C(N(CC2)CCC2c2nc(cccc3)c3n2Cc2cc(F)ccc2)=O)c1OCc1cccc(F)c1,
HPK1-IN-7,,2320462-65-3,CC(C)(c1c2ccc(Nc(nc3)nc(N[C@H](CO)c4ccccc4)c3-c3nnco3)c1)OC2=O,
KB-0742 dihydrochloride,KB-0742 dihydrochloride,2416874-75-2,CCC(C1=NC2=CC=NN2C(N[C@@H]3C[C@H](CC3)N)=C1)CC.Cl.Cl,
HM43239,,2294874-49-8,ClC=1C(C=2C=3C(NC2)=CC(C)=CC3)=NC(NC4=CC(=CC(CN5C[C@@H](C)N[C@@H](C)C5)=C4)C6CC6)=NC1,
Stafia-1,,2582757-90-0,COC1=CC(C2=CC(OP(O)(O)=O)=CC(C3=CC(OC)=C(OC)C(OC)=C3)=C2)=CC(OC)=C1OC,
MRTX1133,,2621928-55-8,C#Cc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OC[C@](CCC4)(C5)N4C[C@@H]5F)c3F)cc(O)cc2ccc1F,
Canolol,"Phenol, 4-ethenyl-2,6-dimethoxy-",28343-22-8,COc1cc(C=C)cc(OC)c1O,
FR054,,35954-65-5,CC(OC[C@H]([C@H]1OC(C)=O)O[C@@H]2OC(C)=N[C@@H]2[C@H]1OC(C)=O)=O,
SM-7368,NF-κB Activation Inhibitor III; SM 7368,380623-76-7,[O-][N+](c1cnc(NC(c(cc2)cc(Cl)c2[N+]([O-])=O)=O)s1)=O,
MS37452,,423748-02-1,Cc1cccc(OCC(N(CC2)CCN2C(c(cccc2OC)c2OC)=O)=O)c1,
CBFβ Inhibitor,5-Ethyl-4-(4-methoxy-phenyl)-thiazol-2-ylamine,493028-20-9,CCc1c(-c(cc2)ccc2OC)nc(N)s1,
HPI 1,,599150-20-6,CC(NC(CC(C1)c(cccc2)c2OC)=C(C2c3cc(O)ccc3)C1=O)=C2C(OCCOC)=O,
ML-031,,852230-33-2,Cc1cc(C(CN(C(CC2)=O)C2=O)=O)c(C)n1Cc1ccccc1,
Astragenol,,86541-79-9,CC1(C)[C@@H](O)CC[C@]2(C)C3=CC[C@]4(C)[C@@H]([C@](C)(O5)CC[C@H]5C(C)(O)C)[C@@H](O)C[C@](C)4[C@]3([H])C[C@H](O)[C@@]12[H],
GW 610,,872726-44-8,COc(ccc(-c1nc(cc(cc2)F)c2s1)c1)c1OC,
4SC-203,,895533-09-2,Cc(cc1)cc(NC(Nc2nc(ccc(Nc(c3c4)ncnc3cc(OCCCN3CCN(C)CC3)c4OC)c3)c3s2)=O)c1OC,
7BIO,,916440-85-2,ON=C(c(cccc1)c1N1)C1=C(c1cccc(Br)c1N1)C1=O,
HBX 41108,HBX-41108,924296-39-9,N#Cc1nc(-c(ccc(Cl)c2)c2C2=O)c2nc1C#N,
BI-6015,BI 6015; BI6015,93987-29-2,Cc1nc(cccc2)c2n1S(c1c(C)ccc([N+]([O-])=O)c1)(=O)=O,
BAY-8400,,T9498,FC(F)C1=CN=CC(C2=CC=C(N=CC3=NN=C(C4=CCCOCC4)N35)C5=C2)=C1,
Fadraciclib,CYC065,1070790-89-4,CC[C@@H]([C@@H](C)O)Nc1nc(NCc2c(C)cc(C)nc2)c2ncn(C(C)C)c2n1,
LY2857785,,1619903-54-6,CC(C)c1c(cc(cc2)-c3ccnc(N[C@H](CC4)CC[C@@H]4NC4CCOCC4)n3)c2nn1C,
MK-8033,,1001917-37-8,Cn1ncc(-c2cc(C(c(cc(CS(NCc3ncccc3)(=O)=O)cc3)c3C=C3)=O)c3nc2)c1,
Polyporenic acid C,,465-18-9,CC1(C)C(CC[C@]2(C)C3=CC[C@]4(C)[C@@H]([C@H](C(O)=O)CCC(C(C)C)=C)[C@H](O)C[C@](C)4C3=CC[C@@]12[H])=O,
Eriocalyxin B,,84745-95-9,C=C([C@H](CC1)C2)C([C@]2([C@@]1([C@]34CO5)[H])[C@]5(O)[C@@H](O)[C@]4([H])C(C)(C)C=CC3=O)=O,
Iriflophenone,,52591-10-3,Oc(cc1)ccc1C(c(c(O)cc(O)c1)c1O)=O,
Lasiodin,Lasiokaurin,28957-08-6,C=C([C@H](CC1)[C@H]2O)C([C@@]32[C@]4(O)[C@@H](O)[C@]5([H])C(C)(C)CC[C@H](OC(C)=O)[C@@]5(CO4)[C@@]31[H])=O,
MK2-IN-3 hydrate,MK-2 Inhibitor III,1186648-22-5,O=C1C2=C(NC(C3=CC(C4=CC5=CC=CC=C5N=C4)=NC=C3)=C2)CCN1.[H]O[H],
N-Desmethyl-Apalutamide,N-Desmethyl Apalutamide,1332391-11-3,NC(c(ccc(N(C1(CCC1)C(N1c(cc2C(F)(F)F)cnc2C#N)=O)C1=S)c1)c1F)=O,
N-Desmethyltamoxifen hydrochloride,,15917-65-4,CC/C(C1=CC=CC=C1)=C(C2=CC=C(OCCNC)C=C2)\C3=CC=CC=C3.[H]Cl,
NAN-190 hydrobromide,,115338-32-4,O=C1N(CCCCN2CCN(C3=CC=CC=C3OC)CC2)C(C4=C1C=CC=C4)=O.[H]Br,
p38-α MAPK-IN-1,,443913-15-3,CC(C)(C)c(cc1NC(Nc(cc2)ccc2OCCN2CCOCC2)=O)nn1-c1ccc(C)cc1,
CUDA,,479413-68-8,OC(CCCCCCCCCCCNC(NC1CCCCC1)=O)=O,
CWP232228,,1144044-02-9,O=C(N([C@](CN1CC2=CC=CC3=CN(C)N=C23)([H])N4[C@@H](CC5=CC=C(OP(O)(O)=O)C=C5)C1=O)N(CC=C)CC4=O)NCC6=CC=CC=C6,
DRI-C21045,,2101765-81-3,O=C(OC)C1=CC=C(C(NC2=CC=C(C3=CC=C(C(NC4=C5C(S(=O)(O)=O)=CC=CC5=CC=C4)=O)C=C3)C=C2)=O)C=C1,
A-443654,,552325-16-3,Cc1n[nH]c(cc2)c1cc2-c1cc(OC[C@H](Cc2c[nH]c3c2cccc3)N)cnc1,
Adarotene,ST1926,496868-77-0,OC(/C=C/c(cc1)ccc1-c(cc1)cc(C2(CC(C3)C4)CC4CC3C2)c1O)=O,
ARS-1630,,1698055-86-5,C=CC(N1CCN(C2=C3C=C(Cl)[C@]([C@]4=C(O)C=CC=C4F)=C(F)C3=NC=N2)CC1)=O,
Flindokalner,BMS-204352,187523-35-9,COc(cc1)c([C@@](c(ccc(C(F)(F)F)c2)c2N2)(C2=O)F)cc1Cl,
SGN-2FF,,2089647-47-0,OC1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1F,
Endoxifen (E-isomer),E-Endoxifen; Endoxifen E-isomer,114828-90-9,CC/C(/c1ccccc1)=C(/c(cc1)ccc1O)\c(cc1)ccc1OCCNC,
Gut restricted-7,GR-7,2553218-46-3,O=S(O)(O[C@@H]1CC[C@@]2([C@]3(CC[C@@]4([C@H](CC[C@]4([C@@]3(CC[C@@]2(C1)[H])[H])[H])[C@@H](C)CCC(CF)=O)C)[H])C)=O.[Na],
Encequidar mesylate,HM30181 mesylate; HM30181A mesylate,849675-87-2,O=C(C1=CC(C2=CC=CC=C2O1)=O)NC3=CC(OC)=C(OC)C=C3C4=NN(C5=CC=C(CCN6CC7=C(C=C(OC)C(OC)=C7)CC6)C=C5)N=N4.CS(=O)(O)=O,
UC-514321,,299420-83-0,CC(C)(C)c1cc(C(c(cc2OCOc2c2)c2O)N2CCOCC2)cc(C(C)(C)C)c1O,
HI-TOPK-032,,487020-03-1,N#Cc1c(cc(cc2)NC(c3cccs3)=O)n2c2nc3ccccc3nc12,
Indobufen,Ibustrin,63610-08-2,CCC(C(O)=O)c(cc1)ccc1N(Cc1c2cccc1)C2=O,
Kira8,AMG-18,1630086-20-2,Cc1ccc2c(NS(c(cccc3)c3Cl)(=O)=O)cccc2c1Oc1ncccc1-c1nc(N[C@@H]2CNCCC2)ncc1,
CP-809101 hydrochloride,,1215721-40-6,[H]Cl.ClC1=CC(COC2=NC(N3CCNCC3)=CN=C2)=CC=C1,
NS5806,NS-5806,426834-69-7,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc(c(-c1n[nH]nn1)cc(Br)c1)c1Br,
BEBT-908,PI3Kα inhibitor 1; MDK9521,1235449-52-1,CNc(cc1)ncc1-c1nc(N2CCOCC2)c2sc(CN(C)c(nc3)ncc3C(NO)=O)cc2n1,
Riboflavin Tetrabutyrate,,752-56-7,CC1=CC2=C(C=C1C)N=C(C(N2C[C@@H](OC(CCC)=O)[C@@H](OC(CCC)=O)[C@@H](OC(CCC)=O)COC(CCC)=O)=N3)C(NC3=O)=O,
Supinoxin,RX-5902,888478-45-3,COc1cc(N(CC2)CCN2C(Nc(nc(cc(cc2)F)c2n2)c2OC)=O)cc(OC)c1,
Talampanel,GYKI-53773; LY-300164,161832-65-1,C[C@H](C1)N(C(C)=O)N=C(c(cc2)ccc2N)c2c1cc1OCOc1c2,
BMS-P5,,1549811-36-0,O=C(C1=CC(OC)=C2C(N=C(N2C)C3=CC4=CC=CN=C4N3CC5CC5)=C1)N6[C@H](CC[C@H](C6)N)C.Cl,
Methylprednisolone succinate,Methylprednisolone hydrogen succinate; Methylprednisolone hemisuccinate ,2921-57-5,C[C@@H](C[C@@H]([C@H](CC1)[C@](C)(C[C@@H]2O)[C@]1(C(COC(CCC(O)=O)=O)=O)O)[C@H]2[C@@]1(C)C=C2)C1=CC2=O,
NIBR-17,,944396-88-7,COc(cc1)ncc1Nc1cc(-c2cnc(N)nc2)nc(N2CCOCC2)n1,
S-99,,1124381-69-6,CC(C)Nc1cc(C(F)(F)F)cc2nc(NC(c3cnccc3)=O)nn12,
Takeda-6d,,1125632-93-0,N#CC1(CC1)c1cccc(C(Nc(cc(cc2)Oc(cc3)nc4c3nc(NC(C3CC3)=O)s4)c2F)=O)c1Cl,
Ponicidin,Rubescensine B,52617-37-5,C=C1C([C@@]23[C@](O)(O4)[C@@H](O)[C@]5([H])C(C)(C)CC[C@H](O)[C@@]5([C@@]4([H])O[C@@]3([H])[C@H]1CC6)[C@@]26[H])=O,
Brilliant blue G-250,"Brilliant Blue G; BBG; Acid blue 90, Coomassie Brilliant Blue G",6104-58-1,O=S(C1=CC=CC(CN(CC)C2=CC=C(/C(C3=CC=C(NC4=CC=C(OCC)C=C4)C=C3)=C5C(C)=C/C(C=C/5)=[N+](CC)\CC6=CC=CC(S(=O)([O-])=O)=C6)C(C)=C2)=C1)([O-])=O.[Na+],
8-Hydroxy-DPAT hydrobromide,8-OH-DPAT hydrobromide,76135-31-4,CCCN(CCC)C(CCc1ccc2)Cc1c2O.Br,
PD-161570,PD 161570; PD-161570,192705-80-9,CCN(CC)CCCCNc1ncc(cc(-c(c(Cl)ccc2)c2Cl)c(NC(NC(C)(C)C)=O)n2)c2n1,
SAR407899 hydrochloride,,923262-96-8,O=C(NC=C1)C(C1=C2)=CC=C2OC3CCNCC3.Cl,
8-Chloroadenosine,8 Chloroadenosine; 8Chloroadenosine; NSC-354258; NSC 354258; NSC354258; 8-Cl-Ado,34408-14-5,Nc1ncnc(n2[C@@H]([C@@H]3O)O[C@H](CO)[C@H]3O)c1nc2Cl,
SB399885 HCl,SB399885 Hydrochloride,402713-80-8,COc(ccc(S(Nc1cc(Cl)cc(Cl)c1OC)(=O)=O)c1)c1N1CCNCC1,
AMTB hydrochloride,AMTB HCl,926023-82-7,O=C(N(CCCN)CC1=CC=CS1)C2=CC=CC=C2OCC3=CC=CC(C)=C3.[H]Cl,
Simazine,Aquazine; Herbex; Tafazine; Radocon,122-34-9,CCNc1nc(Cl)nc(NCC)n1,
CKI-7,CKI-7 2HCl; CKI-7 dihydrochloride; CKI 7 dihydrochloride; CKI7 dihydrochloride; CKI-7 2HCl; CKI 7 2HCl; CKI7 2HCl,1177141-67-1,O=S(C1=CC=C(Cl)C2=C1C=NC=C2)(NCCN)=O.[H]Cl.[H]Cl,
Mefloquine,Lariam; Ro 215998; Ro-215998; Ro215998; WR 142490,53230-10-7,O[C@H]([C@@H]1NCCCC1)C2=CC(C(F)(F)F)=NC3=C(C(F)(F)F)C=CC=C23,
ETP-45658,ETP 45658; ETP45658,1198357-79-7,Cn1ncc2c1nc(-c1cc(O)ccc1)nc2N1CCOCC1,
Ifenprodil,RC 61-91; RC-61-91; RC61-91; RC 6191; RC61-91,23210-56-2,CC(C(c(cc1)ccc1O)O)N1CCC(Cc2ccccc2)CC1,
(S)-Amisulpride,Esamisulpride; SEP-4199,71675-92-8,CCN1[C@H](CNC(c(c(OC)c2)cc(S(CC)(=O)=O)c2N)=O)CCC1,
DCLX069,DCLX-069; DCLX 069,792946-69-1,CCOC(c(cc1)cc(N)c1N1CCN(Cc2ccccc2)CC1)=O,
Iptakalim Hydrochloride,,642407-63-4,CC(C)C(C)(C)NC(C)C.[H]Cl,
MTOB,4-methylthio 2-oxobutyric acid; KMBA; MTOB salt; α-keto-γ-Methylthiobutyric acid,51828-97-8,O=C([O-])C(CCSC)=O.[Na+],
Fosifloxuridine nafalbenamide,NUC-3373; NUC 3373; NUC3373; Fosifloxuridine nafalbenamide,1332837-31-6,O(P(OC[C@H]1O[C@H](C[C@@H]1O)N2C(=O)NC(=O)C(F)=C2)(N[C@H](C(OCC3=CC=CC=C3)=O)C)=O)C=4C5=C(C=CC4)C=CC=C5,
Amifostine thiol dihydrochloride,WR-1065 dihydrochloride; Amifostine thiol dihydrochloride,14653-77-1,SCCNCCCN.Cl.Cl,
PEPA,,141286-78-4,NC(COc(c(F)cc(SCCNS(c1ccccc1)(=O)=O)c1)c1F)=O,
PI-273,,925069-34-7,CCc1c(C)sc(NC(NC(c(cc2)ccc2Cl)=O)=S)c1C(N)=O,
1-Octanol,Octanol,111-87-5,CCCCCCCCO,
Dofequidar fumarate,MS-209,153653-30-6,OC(COC1=CC=CC2=C1C=CC=N2)CN3CCN(C(C(C4=CC=CC=C4)C5=CC=CC=C5)=O)CC3.O=C(O)/C=C/C(O)=O,
AZ7550 hydrochloride,AZ7550 hydrochloride (1421373-99-0 free base),2309762-40-9,C=CC(NC1=CC(NC2=NC=CC(C3=CN(C4=C3C=CC=C4)C)=N2)=C(C=C1N(CCNC)C)OC)=O.[H]Cl,
BVT948,,39674-97-0,CC(C)(C(C(c(cccc1)c1C1=O)=N2)=C1O)C2=O,
CMPD1,,41179-33-3,Oc(cc1)ccc1NC(CCCc(cc1)ccc1-c(cccc1)c1F)=O,
Simurosertib,TAK-931,1330782-76-7,Cc1n[nH]cc1-c1cc(N=C([C@H]2N(CC3)CCC3C2)NC2=O)c2s1,
Aminopurvalanol A,,220792-57-4,CC(C)[C@H](CO)Nc(nc1Nc2cc(N)cc(Cl)c2)nc2c1ncn2C(C)C,
Amsilarotene,TAC101; TAC-101; TAC 101,125973-56-0,C[Si](C)(C)c1cc(C(Nc(cc2)ccc2C(O)=O)=O)cc([Si](C)(C)C)c1,
9-Phenanthrol,,484-17-3,Oc1cc2ccccc2c2ccccc12,
BADGE,,1675-54-3,CC(C)(c(cc1)ccc1OCC1OC1)c(cc1)ccc1OCC1OC1,
6-Hydroxy-DOPA,6-Hydroxy-DL-DOPA; 6-Hydroxy-DOPA,21373-30-8,N[C@@H](Cc(cc(c(O)c1)O)c1O)C(O)=O,
λ-Cyhalothrin,Icon; Karate; lambda-Cyhalothrin,91465-08-6,CC(C)([C@@H]1/C=C(/C(F)(F)F)\Cl)[C@H]1C(O[C@H](c1cc(Oc2ccccc2)ccc1)C#N)=O,
Dexamethasone Phosphate disodium,EGP-437; EGP 437; EGP437. Dex-Phos,2392-39-4,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(COP([O-])([O-])=O)=O)O)C)O)F)C)=O.[Na+].[Na+],
Nafoxidine,,1845-11-0,COc(cc1)cc(CC2)c1C(c(cc1)ccc1OCCN1CCCC1)=C2c1ccccc1,
Eliapixant,BAY 1817080,1948229-21-7,C[C@H](c1cnc(C(F)(F)F)nc1)NC(c1cc(-c2ncc(C)s2)cc(O[C@H]2COCC2)c1)=O,
Rimtuzalcap,CAD-1883,2167246-24-2,Cc(cc1)nn1-c1nc(N2CCOCC2)cc(NC(CC2)CCC2(F)F)n1,
NMS-P715,,1202055-32-0,CCc1cccc(CC)c1NC(c1nn(C)c-2c1CCc1c2nc(Nc(ccc(C(NC2CCN(C)CC2)=O)c2)c2OC(F)(F)F)nc1)=O,
Pipamperone,Floropipamide; McN-JR 3345; R 3345,1893-33-0,NC(C1(CCN(CCCC(c(cc2)ccc2F)=O)CC1)N1CCCCC1)=O,
A 438079,,899507-36-9,Clc(cccc1-c2nnnn2Cc2cnccc2)c1Cl,
DCEBIO,,60563-36-2,CCN(c(c(N1)c2)cc(Cl)c2Cl)C1=O,
Allitinib,AST-1306; ALS 1306,897383-62-9,C=CC(Nc(cc12)ccc2ncnc1Nc(cc1)cc(Cl)c1OCc1cc(F)ccc1)=O,
Cinanserin hydrochloride,SQ 10643,54-84-2,CN(C)CCCSc(cccc1)c1NC(C=Cc1ccccc1)=O.Cl,
Heme Oxygenase-1-IN-1,HO-1-IN-1; Heme Oxygenase-1-IN-1,1093058-52-6,Brc1ccc(CCCCn2cncc2)cc1,
KY1220,,292168-79-7,[O-][N+](c(cc1)ccc1-n1c(C=C(C(N2)=O)NC2=S)ccc1)=O,
YS-49,,132836-42-1,OC1=CC2=C(C=C1O)C(NCC2)CC3=C4C=CC=CC4=CC=C3.[H]Br,
Pranidipine,OPC-13340,99522-79-9,CC(NC(C)=C(C1c2cccc([N+]([O-])=O)c2)C(OC/C=C/c2ccccc2)=O)=C1C(OC)=O,
Wnt pathway activator 1,,1360540-81-3,O=C(CCC(c(cc1)cc2c1OCCO2)=O)c1ccccc1,
